iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,edge_accuracy,edge_loss,edge_count,loss,accuracy
0,0.008403361344537815,0,57.426051072,11.3,0.0,0.0,0.09785676002502441,0.09727045299999304,183.0982141494751,181.50299799200005,0.027233600616455078,0.02703403900000012,42.78977417945862,42.12182582899975,0.07057714462280273,0.0701923670000042,140.2272617816925,139.30409776099964,0.07054686546325684,0.07016338899998686,140.17018508911133,139.2503802909995,0.9960474308300395,0.0128298569470644,506,0.0128298569470644,0.9960474308300395
1,0.01680672268907563,32,57.426051072,11.3,0.0,0.0,0.09543204307556152,0.09487547200001245,183.19364619255066,181.59787346400006,0.022798538208007812,0.022615323999986003,42.812572717666626,42.14444115299973,0.07258987426757812,0.07221848499997918,140.29985165596008,139.37631624599962,0.07256078720092773,0.0721905200000208,140.24274587631226,139.3225708109995,0.9981343283582089,0.004825854208320379,536,0.004825854208320379,0.9981343283582089
2,0.025210084033613446,64,57.426051072,11.3,0.0,0.0,0.08936285972595215,0.088840456000014,183.2830090522766,181.68671392000007,0.021466732025146484,0.021307814000010694,42.83403944969177,42.16574896699974,0.06785392761230469,0.06749247700000183,140.3677055835724,139.44380872299962,0.0678253173828125,0.06746505600000319,140.31057119369507,139.3900358669995,0.9979757085020243,0.007695603650063276,494,0.007695603650063276,0.9979757085020243
3,0.03361344537815126,96,57.426051072,11.3,0.0,0.0,0.11364078521728516,0.1129846759999964,183.3966498374939,181.79969859600007,0.024560213088989258,0.024376833999980363,42.85859966278076,42.19012580099972,0.08903980255126953,0.08856853499997897,140.45674538612366,139.5323772579996,0.08901047706604004,0.0885401429999888,140.3995816707611,139.4785760099995,1.0,0.005836294498294592,682,0.005836294498294592,1.0
4,0.04201680672268908,128,57.426051072,11.3,0.0,0.0,0.09773707389831543,0.09716133999998533,183.4943869113922,181.89685993600006,0.023605823516845703,0.02342477499999518,42.88220548629761,42.21355057599972,0.07408809661865234,0.07369554800001765,140.5308334827423,139.60607280599962,0.07405662536621094,0.07366582500000618,140.47363829612732,139.5522418349995,0.9944237918215614,0.007559284567832947,538,0.007559284567832947,0.9944237918215614
5,0.05042016806722689,160,57.42604288,11.3,0.0,0.0,0.12078595161437988,0.12010183000001007,183.6151728630066,182.01696176600007,0.024442195892333984,0.024254442000000154,42.90664768218994,42.23780501799972,0.09630012512207031,0.09580523799999696,140.62713360786438,139.7018780439996,0.0962681770324707,0.0957754290000139,140.5699064731598,139.64801726399952,0.9921671018276762,0.014350932091474533,766,0.014350932091474533,0.9921671018276762
6,0.058823529411764705,192,57.42604288,11.3,0.0,0.0,0.11691594123840332,0.11624413299998082,183.732088804245,182.13320589900005,0.02729487419128418,0.02709600399998635,42.933942556381226,42.264901021999705,0.08957791328430176,0.08910712400000875,140.71671152114868,139.79098516799962,0.08954739570617676,0.08907874999999876,140.65945386886597,139.73709601399952,0.9943181818181818,0.01246433611959219,704,0.01246433611959219,0.9943181818181818
7,0.06722689075630252,224,57.42604288,11.3,0.0,0.0,0.07456350326538086,0.07410141200000453,183.80665230751038,182.20730731100005,0.020477294921875,0.020325221999996756,42.9544198513031,42.2852262439997,0.05404233932495117,0.05373438900002725,140.77075386047363,139.84471955699965,0.054013967514038086,0.05370700599999623,140.71346783638,139.79080301999952,0.9944444444444445,0.006195017136633396,360,0.006195017136633396,0.9944444444444445
8,0.07563025210084033,256,57.42604288,11.3,0.0,0.0,0.07761216163635254,0.07714130900001237,183.88426446914673,182.28444862000006,0.019870996475219727,0.019727587000005542,42.97429084777832,42.30495383099971,0.05769991874694824,0.05737411499998757,140.82845377922058,139.90209367199964,0.057671546936035156,0.05734685100000547,140.77113938331604,139.84814987099952,0.9974874371859297,0.010250848717987537,398,0.010250848717987537,0.9974874371859297
9,0.08403361344537816,288,57.426251776,11.3,0.0,0.0,0.10578727722167969,0.10518899100000567,183.9900517463684,182.38963761100007,0.023624897003173828,0.023451590000007627,42.997915744781494,42.328405420999715,0.0821218490600586,0.08169872999999939,140.91057562828064,139.98379240199964,0.08209371566772461,0.08167150599999218,140.85323309898376,139.9298213769995,0.9790996784565916,0.0626758486032486,622,0.0626758486032486,0.9790996784565916
10,0.09243697478991597,320,57.426251776,11.3,0.0,0.0,0.10337638854980469,0.10278992600001402,184.0934281349182,182.49242753700008,0.023857593536376953,0.023681992000007313,43.02177333831787,42.35208741299972,0.07947683334350586,0.07906748199999925,140.99005246162415,140.06285988399964,0.07944154739379883,0.07903932499999655,140.93267464637756,140.0088607019995,0.9965870307167235,0.013094505295157433,586,0.013094505295157433,0.9965870307167235
11,0.10084033613445378,352,57.426251776,11.3,0.0,0.0,0.09476685523986816,0.09420800399999507,184.18819499015808,182.58663554100008,0.02238607406616211,0.022214805999993814,43.04415941238403,42.374302218999716,0.07234001159667969,0.07195403299999725,141.06239247322083,140.13481391699963,0.07230782508850098,0.07192459200001622,141.00498247146606,140.08078529399953,0.9942965779467681,0.027979956939816475,526,0.027979956939816475,0.9942965779467681
12,0.1092436974789916,384,57.426251776,11.3,0.0,0.0,0.10350918769836426,0.10288913700000535,184.29170417785645,182.68952467800008,0.027428388595581055,0.027217957000004844,43.071587800979614,42.40152017599972,0.0760347843170166,0.07562708700001508,141.13842725753784,140.21044100399965,0.0760037899017334,0.07559810999998717,141.0809862613678,140.1563834039995,0.9982078853046595,0.005831572227180004,558,0.005831572227180004,0.9982078853046595
13,0.11764705882352941,416,57.426251776,11.3,0.0,0.0,0.10896539688110352,0.1083221060000028,184.40066957473755,182.7978467840001,0.024044036865234375,0.02386128099999496,43.09563183784485,42.425381456999716,0.08487796783447266,0.0844190699999956,141.22330522537231,140.29486007399964,0.08484625816345215,0.08438903100000061,141.16583251953125,140.2407724349995,0.9891304347826086,0.024318944662809372,644,0.024318944662809372,0.9891304347826086
14,0.12605042016806722,448,57.426251776,11.3,0.0,0.0,0.10234546661376953,0.10176144400000453,184.50301504135132,182.8996082280001,0.02324533462524414,0.023067478999990954,43.11887717247009,42.44844893599971,0.0790560245513916,0.07865198400000395,141.3023612499237,140.37351205799965,0.0790255069732666,0.0786229960000071,141.24485802650452,140.31939543099952,0.985,0.03155524656176567,600,0.03155524656176567,0.985
15,0.13445378151260504,480,57.426251776,11.3,0.0,0.0,0.05952620506286621,0.05913398599997777,184.56254124641418,182.95874221400007,0.018645286560058594,0.018496085999998968,43.13752245903015,42.466945021999706,0.040838003158569336,0.04059689499999308,141.34319925308228,140.41410895299964,0.04080986976623535,0.040570160000015676,141.28566789627075,140.35996559099954,1.0,0.0068796477280557156,246,0.0068796477280557156,1.0
