iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,unwrap_time,unwrap_time_cpu,unwrap_time_sum,unwrap_time_sum_cpu,write_time,write_time_cpu,write_time_sum,write_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,edge_accuracy,edge_loss,edge_count,loss,accuracy
0,0.008403361344537815,0,60.475281408,11.9,0.0,0.0,1.3749613761901855,1.0930935339999994,1.3749613761901855,1.0930935339999994,0.32009029388427734,0.2990771720000005,0.32009029388427734,0.2990771720000005,0.0008957386016845703,0.0008919590000004973,0.0008957386016845703,0.0008919590000004973,0.20362591743469238,0.18625140099999982,0.20362591743469238,0.18625140099999982,0.8502545356750488,0.6067836970000009,0.8502545356750488,0.6067836970000009,0.8502202033996582,0.6067511220000004,0.8502202033996582,0.6067511220000004,0.9980237154150198,0.0038941572420299053,506,0.0038941572420299053,0.9980237154150198
1,0.01680672268907563,32,60.474884096,11.9,0.0,0.0,0.2558600902557373,0.24709321899999992,1.6308214664459229,1.3401867529999993,0.023628950119018555,0.023406710999999802,0.3437192440032959,0.3224838830000003,0.0007979869842529297,0.0007982010000002759,0.0016937255859375,0.0016901600000007733,0.15852761268615723,0.15034822800000036,0.3621535301208496,0.3365996290000002,0.07283234596252441,0.07246887600000029,0.9230868816375732,0.6792525730000012,0.07280564308166504,0.07244313399999847,0.9230258464813232,0.6791942559999988,1.0,0.002304510213434696,536,0.002304510213434696,1.0
2,0.025210084033613446,64,60.474519552,11.9,0.0,0.0,0.24344372749328613,0.23650391800000037,1.874265193939209,1.5766906709999997,0.021892547607421875,0.021718196000000134,0.3656117916107178,0.34420207900000044,0.0007870197296142578,0.000782556000000767,0.002480745315551758,0.0024727160000015402,0.152848482131958,0.14644092800000053,0.5150020122528076,0.4830405570000007,0.06784582138061523,0.06749490899999877,0.9909327030181885,0.746747482,0.06781911849975586,0.06746960700000137,0.9908449649810791,0.7466638630000002,1.0,0.0019138690549880266,494,0.0019138690549880266,1.0
3,0.03361344537815126,96,60.476162048,11.9,0.0,0.0,0.2789421081542969,0.27086391799999987,2.153207302093506,1.8475545889999996,0.025121450424194336,0.02494021600000096,0.3907332420349121,0.3691422950000014,0.0008249282836914062,0.0008185929999999786,0.003305673599243164,0.003291309000001519,0.16434907913208008,0.15689265900000038,0.6793510913848877,0.6399332160000011,0.0885777473449707,0.08814621299999992,1.0795104503631592,0.8348936949999999,0.08855247497558594,0.08812203799999985,1.079397439956665,0.834785901,0.9970674486803519,0.004926732741296291,682,0.004926732741296291,0.9970674486803519
4,0.04201680672268908,128,60.475957248,11.9,0.0,0.0,0.2598540782928467,0.2512378429999984,2.4130613803863525,2.098792431999998,0.024962663650512695,0.024773677999998966,0.4156959056854248,0.39391597300000036,0.0008082389831542969,0.0008039709999998479,0.004113912582397461,0.004095280000001367,0.15958833694458008,0.15154295299999987,0.8389394283294678,0.791476169000001,0.07442593574523926,0.07405072799999957,1.1539363861083984,0.9089444229999994,0.07439827919006348,0.07402406399999961,1.1537957191467285,0.9088099649999997,0.9962825278810409,0.006039436906576157,538,0.006039436906576157,0.9962825278810409
5,0.05042016806722689,160,60.476219392,11.9,0.0,0.0,0.28329038619995117,0.27335885000000104,2.6963517665863037,2.372151281999999,0.02485370635986328,0.02467197400000032,0.4405496120452881,0.4185879470000007,0.0008230209350585938,0.0008184400000015302,0.004936933517456055,0.004913720000002897,0.16158699989318848,0.1523088070000007,1.0005264282226562,0.9437849760000017,0.09595870971679688,0.09549433600000157,1.2498950958251953,1.004438759000001,0.0959329605102539,0.09546990700000002,1.2497286796569824,1.0042798719999997,0.9960835509138382,0.006564563140273094,766,0.006564563140273094,0.9960835509138382
6,0.058823529411764705,192,60.478050304,11.9,0.0,0.0,0.29914283752441406,0.2701154199999998,2.9954946041107178,2.642266701999999,0.04897141456604004,0.029217584999999602,0.4895210266113281,0.4478055320000003,0.0008008480072021484,0.0008010330000001176,0.005737781524658203,0.0057147530000030144,0.15972375869750977,0.1508813989999993,1.160250186920166,1.094666375000001,0.08957767486572266,0.08914869599999875,1.339472770690918,1.0935874549999998,0.08955144882202148,0.08912397499999969,1.339280128479004,1.0934038469999994,0.9971590909090909,0.0077485982328653336,704,0.0077485982328653336,0.9971590909090909
7,0.06722689075630252,224,60.477554688,11.9,0.0,0.0,0.23131585121154785,0.22150386599999905,3.2268104553222656,2.863770567999998,0.020906925201416016,0.020737947000000645,0.5104279518127441,0.46854347900000093,0.0007543563842773438,0.0007496060000011795,0.006492137908935547,0.006464359000004194,0.15588784217834473,0.14654602399999916,1.3161380290985107,1.2412123990000001,0.053697824478149414,0.053404287000001105,1.3931705951690674,1.1469917420000009,0.053672075271606445,0.053380101000000124,1.3929522037506104,1.1467839479999995,1.0,0.002207196783274412,360,0.002207196783274412,1.0
8,0.07563025210084033,256,60.47801344,11.9,0.0,0.0,0.23232769966125488,0.22351190700000068,3.4591381549835205,3.0872824749999985,0.020317792892456055,0.020147483000000577,0.5307457447052002,0.4886909620000015,0.0007648468017578125,0.0007592880000011348,0.007256984710693359,0.007223647000005329,0.15409088134765625,0.14575593200000014,1.470228910446167,1.3869683310000003,0.057085514068603516,0.05678310300000078,1.450256109237671,1.2037748450000016,0.05706024169921875,0.056758944000000255,1.450012445449829,1.2035428919999998,1.0,0.005549460183829069,398,0.005549460183829069,1.0
9,0.08403361344537816,288,60.478058496,11.9,0.0,0.0,0.2661111354827881,0.2569616460000006,3.7252492904663086,3.344244120999999,0.02405381202697754,0.023866603000000097,0.5547995567321777,0.5125575650000016,0.0008027553558349609,0.0007979739999992574,0.00805974006652832,0.008021621000004586,0.15935039520263672,0.1508055059999993,1.6295793056488037,1.5377738369999996,0.08183550834655762,0.08142575099999938,1.5320916175842285,1.285200596000001,0.08180975914001465,0.08140088799999923,1.5318222045898438,1.284943779999999,0.9807073954983923,0.07603996992111206,622,0.07603996992111206,0.9807073954983923
10,0.09243697478991597,320,60.478291968,11.9,0.0,0.0,0.2651021480560303,0.25563806299999925,3.990351438522339,3.5998821839999984,0.024164676666259766,0.023982553000001516,0.5789642333984375,0.5365401180000031,0.0007946491241455078,0.0007951259999998683,0.008854389190673828,0.008816747000004455,0.16142988204956055,0.15254105899999892,1.7910091876983643,1.6903148959999985,0.078643798828125,0.07825332800000062,1.6107354164123535,1.3634539240000016,0.07861828804016113,0.07822850999999886,1.6104404926300049,1.3631722899999978,0.9931740614334471,0.008718210272490978,586,0.008718210272490978,0.9931740614334471
11,0.10084033613445378,352,60.477612032,11.9,0.0,0.0,0.25551271438598633,0.24401720400000038,4.245864152908325,3.8438993879999988,0.022832393646240234,0.022651731000001618,0.6017966270446777,0.5591918490000047,0.0007922649383544922,0.0007870620000005601,0.00964665412902832,0.009603809000005015,0.1602649688720703,0.1493661700000004,1.9512741565704346,1.839681065999999,0.07155394554138184,0.07114572200000069,1.6822893619537354,1.4345996460000023,0.07152867317199707,0.07112165600000075,1.681969165802002,1.4342939459999986,0.9961977186311787,0.034005168825387955,526,0.034005168825387955,0.9961977186311787
12,0.1092436974789916,384,60.478652416,11.9,0.0,0.0,0.2725989818572998,0.2548939470000011,4.518463134765625,4.098793335,0.03647947311401367,0.027928375000000116,0.6382761001586914,0.5871202240000049,0.0007984638214111328,0.0007942930000002235,0.010445117950439453,0.010398102000005238,0.16011857986450195,0.1513469969999992,2.1113927364349365,1.9910280629999981,0.07513236999511719,0.07475729099999917,1.7574217319488525,1.5093569370000015,0.07510685920715332,0.0747331029999998,1.7570760250091553,1.5090270489999984,1.0,0.0017475582426413894,558,0.0017475582426413894,1.0
13,0.11764705882352941,416,60.477771776,11.9,0.0,0.0,0.2746555805206299,0.26044169900000114,4.793118715286255,4.359235034000001,0.024355173110961914,0.024174724999999953,0.6626312732696533,0.6112949490000048,0.0008094310760498047,0.0008045879999993844,0.011254549026489258,0.011202690000004623,0.16557788848876953,0.15196659000000068,2.276970624923706,2.142994652999999,0.08384275436401367,0.08342841099999987,1.8412644863128662,1.5927853480000014,0.08381772041320801,0.08340406800000011,1.8408937454223633,1.5924311169999985,0.9953416149068323,0.010428397916257381,644,0.010428397916257381,0.9953416149068323
14,0.12605042016806722,448,60.477997056,11.9,0.0,0.0,0.2651791572570801,0.2519066110000008,5.058297872543335,4.611141645000002,0.023604154586791992,0.023425657000000655,0.6862354278564453,0.6347206060000055,0.0007975101470947266,0.0007925189999991034,0.012052059173583984,0.011995209000003726,0.16275906562805176,0.15005999599999953,2.439729690551758,2.2930546489999983,0.07794976234436035,0.07756251500000033,1.9192142486572266,1.6703478630000017,0.07792305946350098,0.07753710899999966,1.9188168048858643,1.6699682259999982,0.99,0.020169062539935112,600,0.020169062539935112,0.99
15,0.13445378151260504,480,60.47840256,11.9,0.0,0.0,0.21280717849731445,0.20202490800000028,5.271105051040649,4.813166553000002,0.018990516662597656,0.01882522399999864,0.705225944519043,0.6535458300000041,0.000728607177734375,0.0007239380000001461,0.01278066635131836,0.012719147000003872,0.15285134315490723,0.1424521330000008,2.592581033706665,2.435506781999999,0.040168046951293945,0.03995771299999973,1.9593822956085205,1.7103055760000014,0.04014253616333008,0.03993338500000121,1.9589593410491943,1.7099016109999994,1.0,0.0003014053509104997,246,0.0003014053509104997,1.0
