iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,model_backward_time,model_backward_time_cpu,model_backward_time_sum,model_backward_time_sum_cpu,model_save_time,model_save_time_cpu,model_save_time_sum,model_save_time_sum_cpu,edge_accuracy,edge_loss,edge_count,loss,accuracy
1700,3.857142857142857,7877,88.060997632,17.0,0.018737664,0.0894913306603065,2.582764148712158,2.5580771990000013,2.582764148712158,2.5580771990000013,0.16324281692504883,0.15875487199999938,0.16324281692504883,0.15875487199999938,2.41945743560791,2.399263648,2.41945743560791,2.399263648,2.3945157527923584,2.3744963629999987,2.3945157527923584,2.3744963629999987,0.024795055389404297,0.024624683000000758,0.024795055389404297,0.024624683000000758,6.67572021484375e-06,6.7230000002638235e-06,6.67572021484375e-06,6.7230000002638235e-06,0.9870967741935484,0.021725667640566826,930,0.021725667640566826,0.9870967741935484
1701,3.8594104308390023,13605,88.061513728,17.0,0.018737664,0.0894913306603065,0.21373271942138672,0.21260192800000155,2.796496868133545,2.770679127000003,0.0662384033203125,0.06580741500000009,0.22948122024536133,0.22456228699999947,0.14744925498962402,0.1467515000000006,2.566906690597534,2.5460151480000004,0.1377882957458496,0.1371235620000011,2.532304048538208,2.5116199249999998,0.009447097778320312,0.009415903000000725,0.03424215316772461,0.03404058600000148,6.4373016357421875e-06,6.3770000000573646e-06,1.3113021850585938e-05,1.3100000000321188e-05,0.9917355371900827,0.014066183939576149,484,0.014066183939576149,0.9917355371900827
1702,3.8616780045351473,9381,88.062029824,17.0,0.018737664,0.0894913306603065,0.15964508056640625,0.15879552700000055,2.956141948699951,2.9294746540000034,0.02517247200012207,0.02498207999999913,0.2546536922454834,0.2495443669999986,0.1344304084777832,0.13377242099999975,2.7013370990753174,2.679787569,0.12486147880554199,0.12423257800000087,2.65716552734375,2.6358525030000006,0.009366035461425781,0.009338437000000255,0.04360818862915039,0.04337902300000174,6.198883056640625e-06,6.005999999558753e-06,1.9311904907226562e-05,1.910599999987994e-05,0.9930875576036866,0.013215056620538235,434,0.013215056620538235,0.9930875576036866
1703,3.8639455782312924,997,88.063291392,17.0,0.018737664,0.0894913306603065,0.19654035568237305,0.19467138700000142,3.152682304382324,3.124146041000005,0.028185606002807617,0.027145562999999484,0.282839298248291,0.2766899299999981,0.16831183433532715,0.16748459400000115,2.8696489334106445,2.8472721630000013,0.1585841178894043,0.15778870000000111,2.8157496452331543,2.7936412030000017,0.009517431259155273,0.009487671000000475,0.053125619888305664,0.05286669400000221,6.4373016357421875e-06,6.387999999191152e-06,2.574920654296875e-05,2.5493999999071093e-05,0.9932659932659933,0.016644876450300217,594,0.016644876450300217,0.9932659932659933
1704,3.866213151927438,11493,88.063320064,17.0,0.018737664,0.0894913306603065,0.19179654121398926,0.1908342489999999,3.3444788455963135,3.3149802900000047,0.024753332138061523,0.02458276299999973,0.30759263038635254,0.3012726929999978,0.1669933795928955,0.16620914299999967,3.03664231300354,3.013481306000001,0.15723133087158203,0.1564811249999991,2.9729809761047363,2.950122328000001,0.009555578231811523,0.009522957999999804,0.06268119812011719,0.062389652000002016,6.198883056640625e-06,6.296000000460822e-06,3.1948089599609375e-05,3.1789999999531915e-05,0.9967532467532467,0.011174804531037807,616,0.011174804531037807,0.9967532467532467
1705,3.868480725623583,13989,88.063320064,17.0,0.018737664,0.0894913306603065,0.14693737030029297,0.14616071799999908,3.4914162158966064,3.461141008000004,0.025041818618774414,0.024867056999999804,0.33263444900512695,0.3261397499999976,0.12185382843017578,0.12125363499999864,3.158496141433716,3.1347349409999996,0.11229515075683594,0.11172548700000107,3.0852761268615723,3.061847815000002,0.00935053825378418,0.009321890999999027,0.07203173637390137,0.07171154300000104,6.198883056640625e-06,6.088999999320777e-06,3.814697265625e-05,3.787899999885269e-05,0.9922279792746114,0.027040712535381317,386,0.027040712535381317,0.9922279792746114
1706,3.870748299319728,9285,88.063348736,17.0,0.018737664,0.0894913306603065,0.15613746643066406,0.15531337,3.6475536823272705,3.616454378000004,0.0240936279296875,0.023929245999999793,0.35672807693481445,0.3500689959999974,0.13200116157531738,0.1313432849999998,3.290497303009033,3.2660782259999994,0.12242627143859863,0.12180718099999943,3.207702398300171,3.1836549960000013,0.009374618530273438,0.009337787999999847,0.0814063549041748,0.08104933100000089,6.198883056640625e-06,6.156999999618051e-06,4.4345855712890625e-05,4.403599999847074e-05,0.9953051643192489,0.014253726229071617,426,0.014253726229071617,0.9953051643192489
1707,3.873015873015873,14053,88.063328256,17.0,0.018737664,0.0894913306603065,0.16570496559143066,0.16484635599999997,3.813258647918701,3.7813007340000038,0.024907350540161133,0.024730282999998465,0.3816354274749756,0.3747992789999959,0.14075565338134766,0.14007608000000005,3.431252956390381,3.4061543059999995,0.13123631477355957,0.13059014700000127,3.3389387130737305,3.3142451430000026,0.009314537048339844,0.00928325399999963,0.09072089195251465,0.09033258500000052,5.9604644775390625e-06,6.2130000006987984e-06,5.030632019042969e-05,5.024899999916954e-05,0.99581589958159,0.01597524806857109,478,0.01597524806857109,0.99581589958159
1708,3.875283446712018,9093,88.063328256,17.0,0.018737664,0.0894913306603065,0.16643118858337402,0.1655847769999994,3.979689836502075,3.946885511000003,0.024097919464111328,0.023931300999999294,0.4057333469390869,0.39873057999999517,0.14229106903076172,0.1416129650000002,3.5735440254211426,3.5477672709999997,0.13277530670166016,0.13213363599999894,3.4717140197753906,3.4463787790000016,0.009317159652709961,0.009283077000000972,0.10003805160522461,0.09961566200000149,6.198883056640625e-06,6.187000000323906e-06,5.650520324707031e-05,5.643599999949345e-05,0.9918367346938776,0.019394278526306152,490,0.019394278526306152,0.9918367346938776
1709,3.877551020408163,133,88.063700992,17.0,0.018737664,0.0894913306603065,0.16540002822875977,0.16407438500000104,4.145089864730835,4.110959896000004,0.024462461471557617,0.023814930000000345,0.43019580841064453,0.4225455099999955,0.14089512825012207,0.14021870100000022,3.7144391536712646,3.687985972,0.13134193420410156,0.1307022670000002,3.603055953979492,3.5770810460000018,0.00935220718383789,0.009317037000000639,0.1093902587890625,0.10893269900000213,6.198883056640625e-06,6.191999998961251e-06,6.270408630371094e-05,6.26279999984547e-05,0.9958333333333333,0.01165576372295618,480,0.01165576372295618,0.9958333333333333
1710,3.879818594104308,14085,88.063700992,17.0,0.018737664,0.0894913306603065,0.1393873691558838,0.13864580300000107,4.284477233886719,4.249605699000005,0.026001453399658203,0.025818424999998868,0.45619726181030273,0.4483639349999944,0.1133427619934082,0.11278598200000012,3.827781915664673,3.800771954,0.10383772850036621,0.10331270600000053,3.7068936824798584,3.6803937520000023,0.009302854537963867,0.009272621999999231,0.11869311332702637,0.11820532100000136,6.4373016357421875e-06,6.499999999576289e-06,6.914138793945312e-05,6.912799999803099e-05,0.9971098265895953,0.004995406139642,346,0.004995406139642,0.9971098265895953
1711,3.8820861678004537,9125,88.06367232,17.0,0.018737664,0.0894913306603065,0.16869163513183594,0.16551519800000136,4.453168869018555,4.415120897000007,0.025224685668945312,0.025040434000001,0.48142194747924805,0.4734043689999954,0.14342355728149414,0.14043374600000114,3.971205472946167,3.941205700000001,0.13383793830871582,0.13088819400000062,3.840731620788574,3.811281946000003,0.00938105583190918,0.009342905999998763,0.12807416915893555,0.12754822700000013,6.198883056640625e-06,6.082999998824334e-06,7.534027099609375e-05,7.521099999685532e-05,0.9978260869565218,0.003594843903556466,460,0.003594843903556466,0.9978260869565218
1712,3.8843537414965987,6149,88.063328256,17.0,0.018737664,0.0894913306603065,0.252732515335083,0.24560848800000024,4.705901384353638,4.660729385000007,0.03257107734680176,0.0310952000000011,0.5139930248260498,0.5044995689999965,0.22011971473693848,0.21447341300000033,4.1913251876831055,4.1556791130000015,0.2103891372680664,0.20477442600000018,4.051120758056641,4.016056372000003,0.009522199630737305,0.009492494999999934,0.13759636878967285,0.13704072200000006,6.67572021484375e-06,6.6329999999226175e-06,8.20159912109375e-05,8.184399999677794e-05,0.9918604651162791,0.0417935848236084,860,0.0417935848236084,0.9918604651162791
1713,3.886621315192744,12453,88.063328256,17.0,0.018737664,0.0894913306603065,0.20375418663024902,0.20273474100000044,4.909655570983887,4.863464126000007,0.02609729766845703,0.02591809200000128,0.5400903224945068,0.5304176609999978,0.1776132583618164,0.176774859,4.368938446044922,4.3324539720000015,0.16787457466125488,0.16707241399999972,4.2189953327178955,4.183128786000003,0.009536027908325195,0.00950226700000023,0.14713239669799805,0.1465429890000003,5.9604644775390625e-06,6.1500000008152256e-06,8.797645568847656e-05,8.799399999759316e-05,0.9924242424242424,0.0165259912610054,660,0.0165259912610054,0.9924242424242424
1714,3.888888888888889,5093,88.063381504,17.0,0.018737664,0.0894913306603065,0.21916985511779785,0.2176526239999994,5.128825426101685,5.081116750000007,0.026531457901000977,0.02593955800000103,0.5666217803955078,0.5563572189999988,0.1925954818725586,0.19167206400000047,4.5615339279174805,4.524126036000002,0.18282103538513184,0.18193303600000021,4.401816368103027,4.365061822000003,0.009568452835083008,0.009535048000000046,0.15670084953308105,0.15607803700000034,6.198883056640625e-06,6.537000000861326e-06,9.417533874511719e-05,9.453099999845449e-05,0.988,0.03749345988035202,750,0.03749345988035202,0.988
1715,3.891156462585034,9925,88.063381504,17.0,0.018737664,0.0894913306603065,0.2225048542022705,0.22141708200000032,5.351330280303955,5.302533832000007,0.027411460876464844,0.027227116999998913,0.5940332412719727,0.5835843359999977,0.19505047798156738,0.19414889699999982,4.756584405899048,4.718274933000002,0.18526768684387207,0.1844058180000001,4.587084054946899,4.549467640000003,0.009576559066772461,0.009539059999999822,0.16627740859985352,0.16561709700000016,6.4373016357421875e-06,6.512000000569174e-06,0.00010061264038085938,0.00010104299999902366,0.9973262032085561,0.01569080352783203,748,0.01569080352783203,0.9973262032085561
1716,3.893424036281179,12005,88.063381504,17.0,0.018737664,0.0894913306603065,0.17214107513427734,0.17125398099999956,5.523471355438232,5.473787813000007,0.024170398712158203,0.023985800000000168,0.6182036399841309,0.6075701359999979,0.14792752265930176,0.14722681299999962,4.90451192855835,4.865501746000001,0.1382436752319336,0.13758299400000062,4.725327730178833,4.687050634000004,0.009483575820922852,0.009445291000000466,0.17576098442077637,0.17506238800000062,6.198883056640625e-06,6.424000000393448e-06,0.0001068115234375,0.00010746699999941711,0.9903474903474904,0.026929428800940514,518,0.026929428800940514,0.9903474903474904
1717,3.8956916099773244,13733,88.063381504,17.0,0.018737664,0.0894913306603065,0.20664119720458984,0.2055696359999999,5.730112552642822,5.6793574490000065,0.02940654754638672,0.02919735200000062,0.6476101875305176,0.6367674879999985,0.17719149589538574,0.17633132100000104,5.081703424453735,5.041833067000002,0.16745734214782715,0.16663503699999893,4.89278507232666,4.853685671000003,0.00953364372253418,0.009498044999999067,0.18529462814331055,0.1845604329999997,6.4373016357421875e-06,6.4880000003597615e-06,0.00011324882507324219,0.00011395499999977687,0.9954682779456193,0.010709020309150219,662,0.010709020309150219,0.9954682779456193
1718,3.8979591836734695,8261,88.063381504,17.0,0.018737664,0.0894913306603065,0.1890115737915039,0.18806912099999984,5.919124126434326,5.867426570000006,0.02565765380859375,0.025488050999999956,0.6732678413391113,0.6622555389999984,0.16330885887145996,0.16253871800000042,5.245012283325195,5.204371785000003,0.15363860130310059,0.1529088500000011,5.046423673629761,5.006594521000004,0.009464025497436523,0.009430977999999257,0.19475865364074707,0.19399141099999895,6.9141387939453125e-06,6.807000000108587e-06,0.0001201629638671875,0.00012076199999988546,0.9914965986394558,0.01622900180518627,588,0.01622900180518627,0.9914965986394558
1719,3.9002267573696145,13573,88.063451136,17.0,0.018737664,0.0894913306603065,0.21075654029846191,0.20968704800000104,6.129880666732788,6.077113618000007,0.026803970336914062,0.026626600000000167,0.7000718116760254,0.6888821389999986,0.18391036987304688,0.1830198549999995,5.428922653198242,5.387391640000002,0.17421889305114746,0.17336366200000164,5.220642566680908,5.179958183000005,0.00948333740234375,0.009455097000000023,0.20424199104309082,0.20344650799999897,5.9604644775390625e-06,5.972000000298294e-06,0.00012612342834472656,0.00012673400000018376,1.0,0.0037894751876592636,678,0.0037894751876592636,1.0
1720,3.9024943310657596,6309,88.063451136,17.0,0.018737664,0.0894913306603065,0.16029810905456543,0.15947815200000015,6.2901787757873535,6.2365917700000075,0.024351835250854492,0.024175966999999687,0.7244236469268799,0.7130581059999983,0.13590359687805176,0.13526117400000004,5.564826250076294,5.522652814000002,0.12638354301452637,0.12577540999999925,5.347026109695435,5.305733593000005,0.00931692123413086,0.009284976,0.21355891227722168,0.21273148399999897,6.198883056640625e-06,6.112999999530189e-06,0.0001323223114013672,0.00013284699999971394,0.9912663755458515,0.01192747987806797,458,0.01192747987806797,0.9912663755458515
1721,3.9047619047619047,9061,88.063422464,17.0,0.018737664,0.0894913306603065,0.20281457901000977,0.2017984350000006,6.492993354797363,6.438390205000008,0.025699138641357422,0.02551911699999998,0.7501227855682373,0.7385772229999983,0.17707347869873047,0.1762395510000001,5.741899728775024,5.6988923650000025,0.16739749908447266,0.16659311999999993,5.514423608779907,5.472326713000005,0.009476423263549805,0.009448547999999946,0.22303533554077148,0.22218003199999892,6.4373016357421875e-06,6.3369999985241066e-06,0.00013875961303710938,0.00013918399999823805,0.993993993993994,0.025565998628735542,666,0.025565998628735542,0.993993993993994
1722,3.9070294784580497,11941,88.063422464,17.0,0.018737664,0.0894913306603065,0.15905308723449707,0.15821436199999894,6.65204644203186,6.596604567000007,0.02803182601928711,0.02783576599999904,0.7781546115875244,0.7664129889999973,0.13097786903381348,0.1303376580000002,5.872877597808838,5.829230023000003,0.12151789665222168,0.12090712900000078,5.635941505432129,5.593233842000005,0.009259462356567383,0.009231543000000286,0.23229479789733887,0.2314115749999992,6.4373016357421875e-06,6.339000000465944e-06,0.00014519691467285156,0.000145522999998704,0.9951923076923077,0.016042696312069893,416,0.016042696312069893,0.9951923076923077
1723,3.909297052154195,165,88.063422464,17.0,0.018737664,0.0894913306603065,0.17069435119628906,0.16982734099999952,6.822740793228149,6.766431908000007,0.023586273193359375,0.02342100499999944,0.8017408847808838,0.7898339939999968,0.1470658779144287,0.14636631099999953,6.019943475723267,5.975596334000002,0.1374356746673584,0.1367713980000005,5.773377180099487,5.730005240000006,0.009428977966308594,0.009395621000001242,0.24172377586364746,0.24080719600000045,6.198883056640625e-06,6.4090000009287e-06,0.0001513957977294922,0.0001519319999996327,0.9849056603773585,0.03846292570233345,530,0.03846292570233345,0.9849056603773585
1724,3.9115646258503403,4101,88.0628736,17.0,0.018737664,0.0894913306603065,0.16926264762878418,0.1675889779999995,6.992003440856934,6.934020886000006,0.02496814727783203,0.023992929000000274,0.8267090320587158,0.813826922999997,0.14425134658813477,0.14355502500000128,6.164194822311401,6.1191513590000035,0.13462114334106445,0.13395505699999966,5.907998323440552,5.8639602970000055,0.00943303108215332,0.009404638999999548,0.2511568069458008,0.250211835,6.198883056640625e-06,6.270000000085929e-06,0.0001575946807861328,0.00015820199999971862,0.9961240310077519,0.015589646995067596,516,0.015589646995067596,0.9961240310077519
