iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,edge_accuracy,edge_loss,edge_count,loss,accuracy
0,0.008403361344537815,0,61.872758784,12.2,0.0,0.0,0.09936761856079102,0.09875555499996835,340.47065711021423,337.89927697699875,0.027318239212036133,0.027109820000021045,79.511057138443,78.56449416999892,0.07199954986572266,0.07159832299998925,260.80957651138306,259.1922345039997,0.07196378707885742,0.07156517300001042,260.70444679260254,259.0931630819979,0.9960474308300395,0.015266599133610725,506,0.015266599133610725,0.9960474308300395
1,0.01680672268907563,32,61.872812032,12.2,0.0,0.0,0.09724593162536621,0.09661172900001702,340.5679030418396,337.99588870599877,0.02306652069091797,0.02286942599999975,79.53412365913391,78.58736359599892,0.07413005828857422,0.0736956540000051,260.88370656967163,259.2659301579997,0.07408761978149414,0.07365908200000604,260.77853441238403,259.1668221639979,0.996268656716418,0.010444811545312405,536,0.010444811545312405,0.996268656716418
2,0.025210084033613446,64,61.872812032,12.2,0.0,0.0,0.09089088439941406,0.09032181899999614,340.658793926239,338.08621052499876,0.021698951721191406,0.021523928000021897,79.5558226108551,78.60888752399894,0.06914281845092773,0.06875109899999643,260.95284938812256,259.3346812569997,0.06910347938537598,0.06871462499998415,260.8476378917694,259.2355367889979,0.9979757085020243,0.005774400662630796,494,0.005774400662630796,0.9979757085020243
3,0.03361344537815126,96,61.872893952,12.2,0.0,0.0,0.11515474319458008,0.1144451389999972,340.7739486694336,338.20065566399876,0.024932384490966797,0.02472610000000941,79.58075499534607,78.63361362399895,0.09017086029052734,0.08967039899999918,261.0430202484131,259.4243516559997,0.0901343822479248,0.08963628500004006,260.93777227401733,259.3251730739979,1.0,0.004595686215907335,682,0.004595686215907335,1.0
4,0.04201680672268908,128,61.872893952,12.2,0.0,0.0,0.09949159622192383,0.09888498499998377,340.8734402656555,338.29954064899874,0.023904800415039062,0.023715414999969653,79.60465979576111,78.65732903899892,0.07553791999816895,0.07512335799998482,261.11855816841125,259.4994750139997,0.07550215721130371,0.07508964099997684,261.01327443122864,259.4002627149979,0.9981412639405205,0.00792832300066948,538,0.00792832300066948,0.9981412639405205
5,0.05042016806722689,160,61.87552768,12.2,0.0,0.0,0.12209272384643555,0.12138333699999748,340.99553298950195,338.42092398599874,0.02456831932067871,0.024389288000008946,79.62922811508179,78.68171832699893,0.09747600555419922,0.09694797399998833,261.21603417396545,259.5964229879997,0.09743356704711914,0.09691246900001715,261.11070799827576,259.4971751839979,0.9960835509138382,0.010289834812283516,766,0.010289834812283516,0.9960835509138382
6,0.058823529411764705,192,62.005956608,12.2,0.0,0.0,0.11938834190368652,0.11864267199996448,341.11492133140564,338.5395666579987,0.027959585189819336,0.027729980000003707,79.6571877002716,78.70944830699894,0.09137392044067383,0.09086186299998644,261.3074080944061,259.6872848509997,0.09133625030517578,0.09082629699997824,261.20204424858093,259.5880014809979,0.9985795454545454,0.00715953903272748,704,0.00715953903272748,0.9985795454545454
7,0.06722689075630252,224,62.029012992,12.2,0.0,0.0,0.07562088966369629,0.07512536199999431,341.19054222106934,338.6146920199987,0.0206911563873291,0.020528263000016977,79.67787885665894,78.72997656999895,0.054880619049072266,0.05455028400001538,261.3622887134552,259.7418351349997,0.054845571517944336,0.05451714600002333,261.2568898200989,259.6425186269979,1.0,0.0034040547907352448,360,0.0034040547907352448,1.0
8,0.07563025210084033,256,62.029012992,12.2,0.0,0.0,0.08142328262329102,0.08089201300003879,341.2719655036926,338.69558403299874,0.02139735221862793,0.021227352000039446,79.69927620887756,78.751203921999,0.059947967529296875,0.05958927400001812,261.4222366809845,259.8014244089997,0.05990028381347656,0.05954387399998495,261.31679010391235,259.7020625009979,1.0,0.008030869998037815,398,0.008030869998037815,1.0
9,0.08403361344537816,288,62.029000704,12.2,0.0,0.0,0.10823774337768555,0.1075561769999922,341.3802032470703,338.80314020999873,0.024412870407104492,0.024192384000002676,79.72368907928467,78.775396305999,0.08377242088317871,0.08331416300001138,261.5060091018677,259.8847385719997,0.08373713493347168,0.08328103100001272,261.4005272388458,259.7853435319979,0.9790996784565916,0.042011283338069916,622,0.042011283338069916,0.9790996784565916
10,0.09243697478991597,320,62.028935168,12.2,0.0,0.0,0.10540962219238281,0.10475840300000527,341.4856128692627,338.90789861299874,0.024278640747070312,0.024089803000038046,79.74796772003174,78.79948610899903,0.08107995986938477,0.08062074599996549,261.58708906173706,259.9653593179997,0.0810394287109375,0.08058839199998147,261.48156666755676,259.8659319239979,0.9931740614334471,0.013396359980106354,586,0.013396359980106354,0.9931740614334471
11,0.10084033613445378,352,62.028857344,12.2,0.0,0.0,0.09603738784790039,0.09544465099997979,341.5816502571106,339.0033432639987,0.02277517318725586,0.022600930000010067,79.770742893219,78.82208703899904,0.07321619987487793,0.07280005699999492,261.66030526161194,260.0381593749997,0.07317996025085449,0.07276595199999747,261.5547466278076,259.9386978759979,0.9942965779467681,0.017159204930067062,526,0.017159204930067062,0.9942965779467681
12,0.1092436974789916,384,62.028857344,12.2,0.0,0.0,0.1048429012298584,0.10418046099999856,341.68649315834045,339.1075237249987,0.02768707275390625,0.027453671000046143,79.7984299659729,78.84954070999909,0.07710671424865723,0.07667958799999042,261.7374119758606,260.11483896299967,0.07707095146179199,0.07664635899999439,261.6318175792694,260.0153442349979,1.0,0.0036316162440925837,558,0.0036316162440925837,1.0
