iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,edge_accuracy,edge_loss,edge_count,loss,accuracy
0,0.008403361344537815,0,61.492330496,12.1,0.0,0.0,0.09722089767456055,0.09664077100001123,521.3439285755157,517.6711960849988,0.027008533477783203,0.02681219399994461,121.65047955513,120.37477795199852,0.07017016410827637,0.06978848799997195,399.46858310699463,397.082758710001,0.0701451301574707,0.06976428400002987,399.3120939731598,396.9350951559975,0.9940711462450593,0.01816900260746479,506,0.01816900260746479,0.9940711462450593
1,0.01680672268907563,32,61.492846592,12.1,0.0,0.0,0.0972893238067627,0.09670903400001407,521.4412178993225,517.7679051189988,0.0226590633392334,0.02248763800002962,121.67313861846924,120.39726558999855,0.07458376884460449,0.07417652200001612,399.54316687583923,397.156935232001,0.07453322410583496,0.0741273659999706,399.3866271972656,397.00922252199746,0.9944029850746269,0.007504170294851065,536,0.007504170294851065,0.9944029850746269
2,0.025210084033613446,64,61.493100544,12.1,0.0,0.0,0.09009885787963867,0.08955371599995487,521.5313167572021,517.8574588349987,0.02182292938232422,0.021651301000019885,121.69496154785156,120.41891689099857,0.06823325157165527,0.0678612990000147,399.6114001274109,397.224796531001,0.0682075023651123,0.06783633800000644,399.45483469963074,397.07705885999746,0.9979757085020243,0.003347706515341997,494,0.003347706515341997,0.9979757085020243
3,0.03361344537815126,96,61.493067776,12.1,0.0,0.0,0.11354374885559082,0.11289445500005968,521.6448605060577,517.9703532899988,0.024493932723999023,0.024313946999996006,121.71945548057556,120.44323083799857,0.08901095390319824,0.08854310199990323,399.7004110813141,397.3133396330009,0.08898568153381348,0.088518524000051,399.54382038116455,397.1655773839975,0.9956011730205279,0.009778635576367378,682,0.009778635576367378,0.9956011730205279
4,0.04201680672268908,128,61.493133312,12.1,0.0,0.0,0.09722375869750977,0.09665232400004697,521.7420842647552,518.0670056139988,0.023435354232788086,0.02325610599996253,121.74289083480835,120.46648694399853,0.07375001907348633,0.07335954500001662,399.7741611003876,397.3866991780009,0.07372426986694336,0.073334640999974,399.6175446510315,397.2389120249975,0.9944237918215614,0.01002772431820631,538,0.01002772431820631,0.9944237918215614
5,0.05042016806722689,160,61.49312512,12.1,0.0,0.0,0.12076449394226074,0.12007876699999542,521.8628487586975,518.1870843809988,0.024154186248779297,0.023981156999980158,121.76704502105713,120.49046810099851,0.09657168388366699,0.09606031900000289,399.87073278427124,397.4827594970009,0.09654641151428223,0.0960358959999894,399.7140910625458,397.3349479209975,0.9960835509138382,0.007445472292602062,766,0.007445472292602062,0.9960835509138382
6,0.058823529411764705,192,61.493641216,12.1,0.0,0.0,0.11747956275939941,0.11677117800002179,521.9803283214569,518.3038555589989,0.027149438858032227,0.02693440100006228,121.79419445991516,120.51740250199857,0.09028816223144531,0.0897965970000314,399.9610209465027,397.57255609400096,0.0902559757232666,0.08976625200000399,399.80434703826904,397.4247141729975,0.9971590909090909,0.006333022844046354,704,0.006333022844046354,0.9971590909090909
7,0.06722689075630252,224,61.493641216,12.1,0.0,0.0,0.07476043701171875,0.0742863780000107,522.0550887584686,518.3781419369989,0.020682096481323242,0.020517170000061924,121.81487655639648,120.53791967199864,0.054035186767578125,0.053728067000065494,400.01505613327026,397.626284161001,0.05400848388671875,0.05370256500009418,399.85835552215576,397.4784167379976,1.0,0.00332897761836648,360,0.00332897761836648,1.0
8,0.07563025210084033,256,61.493641216,12.1,0.0,0.0,0.07751178741455078,0.07703341000001274,522.1326005458832,518.4551753469989,0.019861221313476562,0.019712199000082364,121.83473777770996,120.55763187099872,0.057610511779785156,0.05728365000004487,400.07266664505005,397.68356781100107,0.05758523941040039,0.05725916300002609,399.91594076156616,397.5356759009976,0.9974874371859297,0.005511448718607426,398,0.005511448718607426,0.9974874371859297
9,0.08403361344537816,288,61.499785216,12.1,0.0,0.0,0.10544204711914062,0.1048210440000048,522.2380425930023,518.5599963909989,0.023608684539794922,0.023424342999987857,121.85834646224976,120.5810562139987,0.08179402351379395,0.08135930200000985,400.15446066856384,397.7649271130011,0.08176779747009277,0.08133406199999627,399.99770855903625,397.6170099629976,0.977491961414791,0.09570957720279694,622,0.09570957720279694,0.977491961414791
