iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,edge_accuracy,edge_loss,edge_count,loss,accuracy
0,0.008403361344537815,0,58.77139456,11.6,0.0,0.0,0.09702301025390625,0.09646161300003087,436.9375174045563,433.78472241999947,0.02692556381225586,0.026737341999989894,101.9889063835144,100.87611991099915,0.07005572319030762,0.06968458699998337,334.7583632469177,332.72787725099965,0.07002925872802734,0.06965923699999621,334.6256220340729,332.6026594399984,0.9980237154150198,0.012465889565646648,506,0.012465889565646648,0.9980237154150198
1,0.01680672268907563,32,58.771943424,11.6,0.0,0.0,0.0949244499206543,0.09439020100001017,437.03244185447693,433.8791126209995,0.02250361442565918,0.022341561000018828,102.01140999794006,100.89846147199917,0.07238030433654785,0.072010027000033,334.8307435512543,332.7998872779997,0.07235503196716309,0.07198553099999572,334.69797706604004,332.6746449709984,0.996268656716418,0.008537822403013706,536,0.008537822403013706,0.996268656716418
2,0.025210084033613446,64,58.772492288,11.6,0.0,0.0,0.08890295028686523,0.0883908570000358,437.1213448047638,433.9675034779995,0.02124309539794922,0.021090088999983436,102.03265309333801,100.91955156099915,0.06762003898620605,0.06726275500000156,334.8983635902405,332.8671500329997,0.06759381294250488,0.06723746999995228,334.76557087898254,332.7418824409983,1.0,0.005456638988107443,494,0.005456638988107443,1.0
3,0.03361344537815126,96,58.772676608,11.6,0.0,0.0,0.11282086372375488,0.11219598600001746,437.23416566848755,434.07969946399953,0.02440476417541504,0.02423369799998909,102.05705785751343,100.94378525899914,0.08837723731994629,0.08792560199998434,334.9867408275604,332.9550756349997,0.08835077285766602,0.08790084100002105,334.8539216518402,332.82978328199835,0.998533724340176,0.00910098198801279,682,0.00910098198801279,0.998533724340176
4,0.04201680672268908,128,58.772791296,11.6,0.0,0.0,0.09691214561462402,0.0963665810000407,437.3310778141022,434.1760660449996,0.023389101028442383,0.023221940999974322,102.08044695854187,100.96700719999912,0.07348299026489258,0.07310673000000634,335.0602238178253,333.0281823649997,0.0734565258026123,0.07308129900002314,334.9273781776428,332.90286458099837,0.9981412639405205,0.0061343577690422535,538,0.0061343577690422535,0.9981412639405205
5,0.05042016806722689,160,58.773307392,11.6,0.0,0.0,0.12000751495361328,0.11935767199997827,437.4510853290558,434.29542371699955,0.02415633201599121,0.023987090000048283,102.10460329055786,100.99099428999916,0.09581184387207031,0.09533286700002463,335.1560356616974,333.1235152319997,0.09578466415405273,0.0953071669999872,335.0231628417969,332.99817174799836,0.9973890339425587,0.009409538470208645,766,0.009409538470208645,0.9973890339425587
6,0.058823529411764705,192,58.774339584,11.6,0.0,0.0,0.11671018600463867,0.11604717499994877,437.5677955150604,434.4114708919995,0.026993274688720703,0.026798883000026308,102.13159656524658,101.01779317299919,0.08967471122741699,0.08920781000000488,335.2457103729248,333.2127230419997,0.08964228630065918,0.0891768930000012,335.11280512809753,333.08734864099836,0.9971590909090909,0.009007601998746395,704,0.009007601998746395,0.9971590909090909
7,0.06722689075630252,224,58.77485568,11.6,0.0,0.0,0.07435727119445801,0.07389470300000767,437.6421527862549,434.4853655949995,0.02064657211303711,0.020489515000008396,102.15224313735962,101.0382826879992,0.05366802215576172,0.05336402199998247,335.29937839508057,333.2660870639997,0.053639888763427734,0.053337438999960796,335.16644501686096,333.1406860799983,1.0,0.002136204857379198,360,0.002136204857379198,1.0
8,0.07563025210084033,256,58.775887872,11.6,0.0,0.0,0.07721972465515137,0.07676394200001369,437.71937251091003,434.5621295369995,0.01983165740966797,0.01968721899999082,102.17207479476929,101.05796990699919,0.05734872817993164,0.057039025999984005,335.3567271232605,333.3231260899997,0.05732274055480957,0.057014003999995566,335.22376775741577,333.1977000839983,0.9974874371859297,0.006885819137096405,398,0.006885819137096405,0.9974874371859297
9,0.08403361344537816,288,58.778783744,11.6,0.0,0.0,0.10577082633972168,0.10518975399997998,437.82514333724976,434.6673192909995,0.023526430130004883,0.023363495000012335,102.19560122489929,101.0813334019992,0.08220481872558594,0.08178843799998958,335.4389319419861,333.40491452799967,0.08217906951904297,0.0817637480000144,335.3059468269348,333.2794638319983,0.977491961414791,0.08058647811412811,622,0.08058647811412811,0.977491961414791
