iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,model_backward_time,model_backward_time_cpu,model_backward_time_sum,model_backward_time_sum_cpu,model_save_time,model_save_time_cpu,model_save_time_sum,model_save_time_sum_cpu,edge_accuracy,edge_loss,edge_count,loss,accuracy
3500,7.938775510204081,7877,60.720443392,11.9,0.018737664,0.0894913306603065,10.663180112838745,5.234688669999999,10.663180112838745,5.234688669999999,0.19524073600769043,0.17182127999999963,0.19524073600769043,0.17182127999999963,10.467873811721802,5.062805503,10.467873811721802,5.062805503,10.398025274276733,5.016882860999999,10.398025274276733,5.016882860999999,0.0696706771850586,0.04574831500000087,0.0696706771850586,0.04574831500000087,6.9141387939453125e-06,6.882000000985045e-06,6.9141387939453125e-06,6.882000000985045e-06,0.9924731182795699,0.016269952058792114,930,0.016269952058792114,0.9924731182795699
3501,7.941043083900227,13605,60.721344512,11.9,0.018737664,0.0894913306603065,0.2477107048034668,0.22931713899999906,10.910890817642212,5.464005808999998,0.09861946105957031,0.08104313499999805,0.29386019706726074,0.2528644149999977,0.14903879165649414,0.14822420299999806,10.616912603378296,5.211029705999998,0.13939404487609863,0.13861884999999674,10.537419319152832,5.155501710999996,0.009413957595825195,0.009376928000001783,0.07908463478088379,0.055125243000002655,6.67572021484375e-06,6.442000000106418e-06,1.3589859008789062e-05,1.3324000001091463e-05,1.0,0.00494389608502388,484,0.00494389608502388,1.0
3502,7.9433106575963714,9381,60.721836032,11.9,0.018737664,0.0894913306603065,0.16377878189086914,0.16235158699999985,11.074669599533081,5.626357395999998,0.0270230770111084,0.026350122000000198,0.32088327407836914,0.2792145369999979,0.13671231269836426,0.1359595469999988,10.75362491607666,5.346989252999997,0.1271347999572754,0.12642446299999932,10.664554119110107,5.281926173999995,0.009363651275634766,0.009328348000000375,0.08844828605651855,0.06445359100000303,6.9141387939453125e-06,6.858999999082016e-06,2.0503997802734375e-05,2.018300000017348e-05,1.0,0.005305417813360691,434,0.005305417813360691,1.0
3503,7.945578231292517,997,60.722778112,11.9,0.018737664,0.0894913306603065,0.200516939163208,0.1986240869999989,11.275186538696289,5.824981482999997,0.030167579650878906,0.029170322000002358,0.35105085372924805,0.30838485900000023,0.1703052520751953,0.16941173200000037,10.923930168151855,5.516400984999997,0.16060471534729004,0.15975466900000157,10.825158834457397,5.441680842999997,0.009488105773925781,0.009449734999996906,0.09793639183044434,0.07390332599999994,6.4373016357421875e-06,6.231999996941795e-06,2.6941299438476562e-05,2.6414999997115274e-05,0.9932659932659933,0.012190784327685833,594,0.012190784327685833,0.9932659932659933
3504,7.947845804988662,11493,60.722786304,11.9,0.018737664,0.0894913306603065,0.19592928886413574,0.19449674500000214,11.471115827560425,6.019478227999999,0.02722311019897461,0.026668543999999628,0.37827396392822266,0.33505340299999986,0.16866302490234375,0.16778675200000137,11.0925931930542,5.6841877369999985,0.15899348258972168,0.1581493629999997,10.98415231704712,5.5998302059999965,0.009461164474487305,0.009431356000000335,0.10739755630493164,0.08333468200000027,6.198883056640625e-06,5.999999999062311e-06,3.314018249511719e-05,3.2414999996177585e-05,0.9983766233766234,0.0046471660025417805,616,0.0046471660025417805,0.9983766233766234
3505,7.950113378684807,13989,60.722786304,11.9,0.018737664,0.0894913306603065,0.15109467506408691,0.14861253400000152,11.622210502624512,6.168090762,0.028491735458374023,0.026658820000001526,0.4067656993865967,0.3617122230000014,0.1225595474243164,0.12191196900000278,11.215152740478516,5.806099706000001,0.11306071281433105,0.11244749100000107,11.09721302986145,5.7122776969999975,0.009296417236328125,0.009264615999999393,0.11669397354125977,0.09259929799999966,6.67572021484375e-06,6.627000001202532e-06,3.981590270996094e-05,3.904199999738012e-05,0.9896373056994818,0.021137133240699768,386,0.021137133240699768,0.9896373056994818
3506,7.9523809523809526,9285,60.7233024,11.9,0.018737664,0.0894913306603065,0.15985512733459473,0.15851658100000066,11.782065629959106,6.326607343000001,0.02656245231628418,0.02593620100000038,0.43332815170288086,0.38764842400000177,0.13324975967407227,0.1325395269999987,11.348402500152588,5.938639233,0.12375235557556152,0.12308131600000038,11.220965385437012,5.835359012999998,0.009296655654907227,0.009259267000000904,0.125990629196167,0.10185856500000057,6.198883056640625e-06,6.27300000033415e-06,4.601478576660156e-05,4.531499999771427e-05,0.9976525821596244,0.0030411407351493835,426,0.0030411407351493835,0.9976525821596244
3507,7.954648526077097,14053,60.7233024,11.9,0.018737664,0.0894913306603065,0.16872286796569824,0.167757108,11.950788497924805,6.494364451000001,0.02628326416015625,0.026090145000001286,0.4596114158630371,0.41373856900000305,0.14239716529846191,0.14162646000000123,11.49079966545105,6.080265693000001,0.13291501998901367,0.132188474000003,11.353880405426025,5.967547487000001,0.009267568588256836,0.009228536000001952,0.13525819778442383,0.11108710100000252,6.67572021484375e-06,6.616000000292388e-06,5.269050598144531e-05,5.1930999998006655e-05,0.99581589958159,0.007632249500602484,478,0.007632249500602484,0.99581589958159
3508,7.956916099773243,9093,60.7233024,11.9,0.018737664,0.0894913306603065,0.17121481895446777,0.16984193700000105,12.122003316879272,6.664206388000002,0.027209758758544922,0.026610245999997062,0.48682117462158203,0.4403488150000001,0.14396142959594727,0.14318970899999783,11.634761095046997,6.223455401999999,0.13443326950073242,0.13370428700000048,11.488313674926758,6.101251774000001,0.00932765007019043,0.00928697499999842,0.14458584785461426,0.12037407600000094,6.4373016357421875e-06,6.4430000001891585e-06,5.91278076171875e-05,5.8373999998195814e-05,0.9959183673469387,0.008007829077541828,490,0.008007829077541828,0.9959183673469387
3509,7.959183673469388,133,60.723867648,11.9,0.018737664,0.0894913306603065,0.16913270950317383,0.16717337000000043,12.291136026382446,6.831379758000002,0.02680826187133789,0.025610653000001093,0.5136294364929199,0.4659594680000012,0.14228153228759766,0.1415217790000014,11.777042627334595,6.364977181,0.13276362419128418,0.1320514729999971,11.621077299118042,6.2333032469999985,0.009303808212280273,0.009266032000002866,0.15388965606689453,0.1296401080000038,6.9141387939453125e-06,6.919999997023751e-06,6.604194641113281e-05,6.529399999521956e-05,1.0,0.0035072157625108957,480,0.0035072157625108957,1.0
